Timestamp,Город или область где вы живете / Yashayotgan shaharingiz yoki viloyat,Возраст / Yoshingiz,Пол / Jinsingiz,Уровень английского / Ingliz tilini bilishingiz darajasi,Образование / Maʼlumotingiz,Должность / Lavozim,Уровень / Daraja,Язык программирования и технологии используемые на работе / Ish jarayonida ishlatiladigan dasturlash tili yoki texnologiyalar,Общий опыт работы (в годах) / Umumiy tajribangiz (yillarda),Опыт работы на текущем месте (в годах) / Joriy ish joyingizdagi tajribangiz (yillarda),Главный офис компании находится в / Kompaniyaning bosh ofisi qayerda?,Тип компании / Kompaniyaning yoʻnalishi yoki turi,Размер компании / Kompaniya hajmi,Работаю / Ishlayman,Компания предлагает / Kompaniya quyidagi qoʻshimchalarni beradi,Получаю зарплату / Maosh olaman,Зарплата в месяц / Oylik maosh,На сколько изменилась зарплата за 12 месяцев / Soʻnggi 12 oy ichida maoshingiz qanchaga oʻzgardi?,Оставьте ваш фидбек и комментарии / Fikringiz va izohingizni qoldiring
2/11/2020 11:30:42,Ташкент / Toshkent shahri,27,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Senior,"Android (Kotlin, Java)",3-5,1-3,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,,в сумах / soʻmda,10000000,4000000,
2/11/2020 11:34:11,Наманганская область / Namangan viloyati,30,Мужской / Erkak,Intermediate (средний / oʻrtacha),Колледж / Kollej,Software Engineer,Middle,"PHP, SQL/PL-SQL, Web (HTML/CSS), Python",1-3,1-3,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi),в долларах США / AQSh dollarida,100,0,
2/11/2020 11:44:38,Ташкент / Toshkent shahri,28,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Middle,"PHP, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",<1,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,удаленно / masofadan (remote),"Возможность удалённой работы / Masofadan ishlash imkoniyati, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,4000000,,
2/11/2020 11:50:05,Ташкент / Toshkent shahri,31,Мужской / Erkak,,Высшее / Oliy,Software Engineer,Middle,"PHP, SQL/PL-SQL, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",5-7,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в сумах / soʻmda,7600000,1900000,
2/11/2020 11:51:04,Ташкент / Toshkent shahri,23,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Junior,"Web (HTML/CSS), Python",<1,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik),в долларах США / AQSh dollarida,300,,
2/11/2020 11:51:09,Ташкент / Toshkent shahri,39,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Senior,"C#/.NET, PHP, Java/Scala, Android (Kotlin, Java), SQL/PL-SQL, Web (HTML/CSS), Python, C++",>10,1-3,Узбекистан / Oʻzbekiston,Стартап / Startap,до 200 человек / 200 kishigacha,в офисе / ofisda,,в сумах / soʻmda,8500000,20,
2/11/2020 11:52:38,Ташкент / Toshkent shahri,35,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Senior,"SQL/PL-SQL, Frontend Development (JavaScript, TypeScript), C++, Qt Framework",>10,1-3,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati",в сумах / soʻmda,5800000,0,
2/11/2020 12:00:30,Ташкент / Toshkent shahri,22,Мужской / Erkak,Advanced (продвинутый / yuqori),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Middle,"PHP, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",3-5,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati",в сумах / soʻmda,10000000,,
2/11/2020 12:08:13,Ташкент / Toshkent shahri,23,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Junior,"Java/Scala, Android (Kotlin, Java), Web (HTML/CSS), C++",<1,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye",в сумах / soʻmda,2000000,1000000,
2/11/2020 12:09:40,Ташкент / Toshkent shahri,26,Мужской / Erkak,Intermediate (средний / oʻrtacha),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Junior,C#/.NET,1-3,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в долларах США / AQSh dollarida,300,,
2/11/2020 12:20:09,Ташкент / Toshkent shahri,25,Мужской / Erkak,Intermediate (средний / oʻrtacha),Колледж / Kollej,Software Engineer,Middle,C#/.NET,1-3,1-3,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,,в сумах / soʻmda,6000000,3000000,
2/11/2020 12:22:13,Ташкент / Toshkent shahri,19,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Незаконченное высшее / Yakunlanmagan oliy,Software Engineer,Junior,"Java/Scala, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS), REACT",<1,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,,в долларах США / AQSh dollarida,2000,3500,
2/11/2020 12:27:15,Ташкент / Toshkent shahri,27,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Middle,"C#/.NET, SQL/PL-SQL, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",3-5,1-3,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,,в сумах / soʻmda,7000000,2000000,
2/11/2020 12:29:41,Ташкент / Toshkent shahri,33,Женской / Ayol,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Middle,"PHP, Python",5-7,1-3,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в долларах США / AQSh dollarida,800,,
2/11/2020 12:35:38,Ташкент / Toshkent shahri,25,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Middle,"C#/.NET, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",3-5,1-3,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,,в долларах США / AQSh dollarida,900,200,
2/11/2020 12:42:34,Ташкент / Toshkent shahri,24,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Middle,"C#/.NET, Android (Kotlin, Java), Web (HTML/CSS), C++, Game Development (Unity, Unreal Engine)",1-3,1-3,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi)",в долларах США / AQSh dollarida,1000,400,
2/11/2020 12:54:43,Самаркандская область / Samarqand viloyati,23,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Высшее / Oliy,Software Engineer,Junior,"Web (HTML/CSS), React JS",<1,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 200 человек / 200 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Возможность удалённой работы / Masofadan ishlash imkoniyati",в долларах США / AQSh dollarida,200,,
2/11/2020 13:21:21,Наманганская область / Namangan viloyati,30,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Senior,"PHP, Java/Scala, Android (Kotlin, Java), Python",7-10,3-5,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,удаленно / masofadan (remote),"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Возможность удалённой работы / Masofadan ishlash imkoniyati",в долларах США / AQSh dollarida,1500,0,silence is golden
2/11/2020 13:33:34,Ташкент / Toshkent shahri,33,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Junior,Java/Scala,<1,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye",в сумах / soʻmda,3000000,1500000,
2/11/2020 14:02:48,Республика Каракалпакстан / Qoraqalpogʻiston Respublikasi,15,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Среднее / Oʻrta,Software Engineer,Junior,"Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",1-3,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 50 человек / 50 kishigacha,удаленно / masofadan (remote),Возможность удалённой работы / Masofadan ishlash imkoniyati,в сумах / soʻmda,3000000,400000,круто 😎
2/11/2020 14:25:56,Ташкент / Toshkent shahri,23,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Junior,"PHP, Java/Scala, SQL/PL-SQL, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",3-5,<1,Узбекистан / Oʻzbekiston,Стартап / Startap,до 10 человек / 10 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в сумах / soʻmda,2500000,,
